track_id,track_name,genres,artist_name,popularity,duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
2RIh4LcUPbKwcl50nVPRSu,3 hours,[],canyon city,52,259910,0.55,0.494,0.457,0.0,D,0.125,-7.394,Major,0.0278,89.656,4,0.183
3YAU0uJk2nPgbJTZDZl9He,bloodlines,[],cape francis,46,200189,0.363,0.671,0.67,0.605,A#,0.307,-7.894,Major,0.024,119.965,4,0.413
2wMCXQNJ3gkgFSY9jbQy9i,farrah fawcett hair,[],capital cities,49,229822,0.0169,0.715,0.744,0.00787,C#,0.128,-5.047,Major,0.0398,125.949,4,0.648
2yTin8hNsbMLfAxvpyItqC,barloventeña,[],cardenales del exito,22,228920,0.713,0.719,0.927,0.0,C,0.103,-6.111,Major,0.0458,90.743,3,0.969
6J4khM5qxAUjCsxoURWem1,back it up (feat. konshens & hoodcelebrityy),[],cardi b,59,157613,0.0158,0.703,0.594,1.93e-05,G,0.0802,-6.996,Major,0.268,123.234,5,0.451
1fKW0XG6OoUbGNKRYFNqKJ,piano sonata no. 1: i. mm 48,[],carl vine,33,509200,0.98,0.331,0.143,0.914,F,0.301,-20.799,Minor,0.0362,98.234,4,0.0754
3HMzCcVRL5fHNF0Uv73LFV,only one,[],carlie hanson,69,190732,0.257,0.497,0.486,0.0,G#,0.0908,-5.89,Major,0.241,93.955,3,0.668
7IdgV5NgSr5mus2qC7CAUk,"minyo (variations on a japanese folk song), op. 50d",[],carlo domeniconi,29,223320,0.989,0.278,0.0162,0.895,E,0.0856,-31.418,Minor,0.0557,76.04,5,0.157
1oqrEcuxbzibmFx8Ebn4Z6,india song (piano),[],carlos d'alessio,36,166440,0.995,0.406,0.00794,0.923,D#,0.112,-33.196,Major,0.0464,74.588,4,0.148
2WPZBqjn6vWxhZAidkfZRR,bella,[],carlos santana,38,268560,0.703,0.615,0.407,0.83,A,0.0898,-14.539,Minor,0.028,121.648,4,0.489
2YalDCU0tWxJfNdFPor3Rh,boy problems,[],carly rae jepsen,53,222280,0.0121,0.703,0.91,0.000417,D,0.0687,-4.095,Minor,0.0411,112.042,4,0.829
0rLRrCTqWVMgv1DpMBSezw,anticipation,[],carly simon,42,201707,0.838,0.61,0.297,9.04e-06,D,0.107,-14.956,Major,0.0304,99.96,4,0.543
1KPKlWfomZ7q2mWYIbUBfx,0.3354166666666667,[],carmen twillie,27,165667,0.99,0.24,0.0198,0.839,D,0.0745,-25.724,Minor,0.0348,99.557,3,0.0346
6rkxqfBaK44eZWIfTcASb3,"bed bugs (feat. nessly, yung pinch, takeoff)",[],carnage,56,240005,0.512,0.765,0.432,0.0,E,0.221,-9.708,Minor,0.214,129.969,4,0.245
407vJkfEQMGDu1MVCWNnMX,i'm not over,[],carolina liar,48,201627,0.000742,0.533,0.903,0.0777,B,0.0641,-2.984,Major,0.0797,130.989,4,0.476
1li2UA33w6LQcVXt4Di5UA,witch doctor - radio mix,[],cartoons,59,186560,0.0839,0.873,0.942,7.85e-05,C,0.233,-6.398,Major,0.0466,136.035,4,0.97
1we6fKUZmxDbVxqs2n2qjw,blue eyes,[],cary brothers,45,259307,0.282,0.635,0.398,2.71e-06,E,0.086,-7.893,Major,0.0262,112.329,3,0.398
6OIJcRL2yycLyIbzrwOUty,2am (feat. tory lanez & davido),[],casanova,70,210693,0.212,0.767,0.69,1.66e-06,C,0.142,-5.667,Major,0.259,99.842,4,0.602
1CAw3ethNuSDPf3E7luSFF,faded pictures,[],case,58,229773,0.145,0.64,0.527,3.98e-06,C#,0.134,-7.683,Minor,0.286,164.029,4,0.603
2YYvZyVDx0GxkoAYyHyV24,tied up,[],casey veggies,58,193547,0.182,0.6,0.721,0.0,C,0.256,-4.596,Major,0.212,94.939,4,0.371
5r4SJLzxElSe1BZiaelC1g,don't wanna think about it - acoustic,[],cash campbell,47,257054,0.858,0.634,0.287,0.0,A,0.1,-10.631,Major,0.0366,114.8,4,0.471
66QK2ov3jneXmdquV0JpZ1,9 (after coachella) (feat. mø & sophie),[],cashmere cat,48,272525,0.488,0.701,0.435,1.84e-05,D,0.105,-6.401,Major,0.0982,134.961,4,0.466
0LuLOeja88c5TZrUNFXuig,bring me down town,[],cassadee pope,44,152520,0.0498,0.433,0.815,0.0,C,0.1,-3.992,Major,0.0393,88.115,4,0.483
4v5kAh2wWyCSuKuhMJK8u6,long way 2 go,[],cassie,59,220640,0.057,0.589,0.655,0.000353,G#,0.372,-8.138,Major,0.0488,105.272,4,0.675
2B4VvVFopErwdR0JqTth4E,"come take a trip with me - from ""mickey mouse clubhouse""",[],cast - mickey mouse clubhouse,29,77141,0.725,0.757,0.459,0.0,B,0.327,-3.178,Major,0.0379,132.125,4,0.754
2Yx4COj98jyZ46IGyqQeCE,town meeting song,[],cast - the nightmare before christmas,40,176680,0.723,0.512,0.405,0.0,C#,0.244,-15.691,Major,0.111,91.207,4,0.678
2YcteWkaxwqXSsCULUJumU,all of the noise - big data remix,[],castlecomer,47,221299,0.0202,0.637,0.717,0.000103,D,0.0851,-5.682,Major,0.0343,153.979,4,0.56
0JN8OB0TwY4KnXuBZIVnsK,all the black,[],cat clyde,53,272472,0.752,0.685,0.199,0.00655,C#,0.116,-12.977,Major,0.0422,122.085,4,0.0744
7qQ1MoFAdKU8fsHETXQK4R,don't let me forget (feat. hunter hayes),[],catherine mcgrath,45,205614,0.634,0.649,0.623,0.0,D,0.0802,-6.038,Major,0.0603,86.062,4,0.263
6zmB3yL7Up4iOqz5P8nBrg,21st century machine,[],catie turner,54,231551,0.893,0.549,0.238,0.0,C#,0.109,-9.812,Major,0.0405,123.636,4,0.343
3NsZEgicTC5JqUeuCsXQsC,always wonder,[],cautious clay,51,223907,0.724,0.584,0.529,0.0968,D#,0.0753,-10.038,Minor,0.0416,142.999,4,0.645
6B0fJdJscs6PV9IhoVPIw9,coma (feat. anibal),[],caye,49,181159,0.264,0.689,0.221,1.99e-06,B,0.109,-11.292,Minor,0.414,81.043,4,0.327
2zT5npcA5n2RhhnBiWg3zo,bright lights bigger city,[],ceelo green,47,218280,0.000282,0.632,0.749,1.31e-05,E,0.73,-5.125,Major,0.0294,108.994,4,0.702
5fxkWOrOSjAHJa6P51YpGT,father's son,[],celeste,51,195615,0.459,0.682,0.474,0.0,A,0.122,-4.975,Minor,0.0308,62.506,4,0.328
64j5ximlpWhOyC34Uiyr7T,por do sol,[],cellar 55,33,274160,0.239,0.553,0.594,0.021,G,0.0791,-11.434,Major,0.0312,95.668,4,0.259
6fJvrluu2B9iibgnlwujyb,e.y.t.y.k.,[],cemetery sun,49,224973,0.243,0.529,0.797,0.0,E,0.0508,-4.529,Major,0.0386,154.05,4,0.436
2E19wLO2vkyVjM7ZG7vU5Q,"comme un homme - extrait de ""mulan""",[],cerise calixte,30,178360,0.482,0.777,0.803,0.0,C,0.0797,-5.227,Minor,0.101,129.932,4,0.429
6SnEsv8yqOSU8zkpbJpxKg,seven chakras,[],ces cru,50,240053,0.373,0.758,0.661,5.34e-06,A#,0.108,-5.286,Minor,0.224,150.009,4,0.395
779ooI3rBd0CLqCiiJmtVo,hero (feat. josey scott),[],chad kroeger,60,200480,0.00216,0.427,0.843,0.0,E,0.179,-4.54,Major,0.0364,147.387,3,0.304
5wcHHljUfrBxJh3Uk42u4m,angels we have heard on high,[],chad lawson trio,38,173520,0.949,0.585,0.221,0.813,D,0.106,-18.264,Minor,0.0513,36.97,4,0.283
2NVpYQqdraEcQwqT7GhUkh,ain't nobody,[],chaka khan,71,280853,0.189,0.799,0.878,0.000105,C#,0.14,-7.109,Major,0.0434,104.284,4,0.816
19erZJyJBa4PGODP5fXGvp,hey lovely,[],chance peña,48,223370,0.829,0.577,0.317,9.22e-06,D,0.132,-8.889,Major,0.0294,92.171,4,0.171
5H0NU2sHWUnWCcZyYlX46X,65th & ingleside,[],chance the rapper,65,273600,0.0394,0.792,0.555,6.39e-06,C,0.107,-7.038,Major,0.34,99.954,4,0.084
3HmU74RIPV2LgkjJUeU7Cd,hold tight - full length album mix,[],change,33,268653,0.257,0.767,0.79,1.01e-06,F,0.152,-5.495,Minor,0.0846,115.03,5,0.876
7e79OKNukYyvngOemDzvOu,"little fugue in g minor, bwv 578",[],charles daellenbach,27,213187,0.982,0.266,0.187,0.911,G,0.111,-18.948,Minor,0.0514,164.434,4,0.395
6MijKAeFaZ8wcHk8qgz7w6,abandon,[],charles fauna,34,313589,0.0237,0.447,0.516,0.31,F,0.0794,-11.201,Minor,0.0501,177.047,3,0.155
7EY4Lim0kVHB0yyJJvco8D,brooklyn girls,[],charles hamilton,35,273533,0.0183,0.484,0.864,0.0,B,0.0782,-3.499,Minor,0.177,175.974,4,0.527
3BoaBZQsCU12IEEJeficPS,a guy like you,[],charles kimbrough,36,173960,0.74,0.399,0.181,0.0,G,0.113,-17.657,Major,0.0489,101.521,4,0.441
1BA19ZQX2aT7m5lA5hBKNH,comment (if all men are truly brothers) - remastered version,[],charles wright & the watts 103rd street rhythm band,36,359013,0.891,0.492,0.139,0.0333,A#,0.084,-19.872,Major,0.0289,71.777,4,0.259
6IGejZNdxjCsWQumaHD6LE,bookstore girl,[],charlie burg,49,203077,0.852,0.615,0.159,6.74e-06,D,0.0991,-18.066,Major,0.0339,129.971,4,0.241
2dFkPYHCIOE2Ik5mafSwBl,"boo bop bopbop bop (i love you, too) - from ""pete's dragon""/soundtrack version",[],charlie callas,26,165347,0.832,0.69,0.206,0.0,C,0.0923,-16.019,Major,0.0621,119.801,4,0.479
5vn2bDZO11CpJFim7EYK6h,smile (theme from modern times) [with joshua bell],[],charlie chaplin,35,239987,0.938,0.304,0.175,0.0172,C,0.138,-17.858,Minor,0.0477,126.651,5,0.108
5gXcPkl73vNVXD4Er0etI7,an opening,[],charlie cunningham,53,231187,0.918,0.539,0.28,0.00206,G#,0.104,-12.569,Major,0.034,147.228,3,0.335
5aJU3H46Gn1EvaF3iMWWXN,sunshine,[],charlie heat,60,181543,0.0982,0.756,0.615,0.0,D#,0.114,-6.351,Major,0.122,74.995,4,0.427
1mVKWLlNKn7lgasPVhxQjD,everybody loves you,[],charlotte lawrence,63,204648,0.754,0.486,0.231,0.0,D,0.37,-10.277,Major,0.0494,122.755,4,0.327
4FMVklp5VLsWc7JP44QcWl,long ago...,[],charlton heston,40,30693,0.772,0.601,0.343,2.1e-06,G#,0.415,-14.06,Major,0.499,131.35,4,0.81
283E5yHdh9x761kMXFk7MV,rabbit,[],chas & dave,20,145667,0.274,0.809,0.843,0.0,F,0.179,-8.431,Major,0.0388,135.39,4,0.972
2cnV0IznTkVUtJayjyzSBl,angeline,[],chase atlantic,50,233333,0.387,0.538,0.533,0.000293,A,0.127,-7.067,Major,0.0377,110.965,3,0.183
0UHgiQ2Z5FXVnWNTQ45uje,delirious,[],chase fouraker,40,225231,0.417,0.722,0.577,0.0,C,0.0897,-5.733,Major,0.0434,130.011,4,0.311
6TVF3IDy7LpY0oBQl9RY07,don't blame yourself,[],chaz bundick meets the mattson 2,43,493097,0.0346,0.417,0.843,0.647,C,0.343,-5.654,Minor,0.0535,97.453,4,0.518
5ob3p3PNIRszACrmnsI2oY,can't stop us,[],chaz french,52,196322,0.0818,0.749,0.743,0.0,F,0.106,-4.608,Minor,0.0437,110.091,4,0.185
5blgGSISAzYnuX6ONoSQD6,boing boing (feat. the seige),[],cheat codes,62,217846,0.019,0.803,0.914,1.72e-06,C,0.463,-3.297,Major,0.199,130.067,4,0.695
0Yxl4CumM6uP5HEvZdZOJv,alkher illa doffor - bassnectar remix,[],cheb i sabbah,22,353360,0.00368,0.44,0.701,0.237,C#,0.166,-9.385,Major,0.062,98.583,4,0.368
3wJmcmAh2YAfDSKQR8o1XS,in your arms,[],chef'special,61,215269,0.646,0.669,0.406,1.27e-05,F,0.112,-12.186,Major,0.0501,92.964,4,0.362
5HSfkYIbRBwURMGmVMzGco,310 bowery,[],chelsea cutler,50,99693,0.432,0.545,0.496,0.00709,D,0.128,-8.223,Major,0.0903,81.459,4,0.322
6UJUkIobRl4M2EIxOLZVti,laugh it off,[],chelsea jade,60,253330,0.0249,0.763,0.524,0.000137,C,0.117,-7.725,Major,0.0759,93.998,4,0.411
3rDYYPicaQbT2rcpdfqQF9,single white female,[],chely wright,45,197880,0.354,0.533,0.671,0.0,F#,0.0702,-8.066,Major,0.0303,178.101,4,0.887
2SPEg45ZaUFJCg9GwNmRvw,none of my business,[],cher lloyd,67,184005,0.428,0.793,0.488,0.0,D,0.0823,-5.807,Minor,0.0462,133.957,4,0.5
6MBEjJlXQYXr8dfxDvZuoA,do it to it,[],cherish,61,226293,0.00798,0.826,0.67,0.0,D,0.495,-5.559,Major,0.169,74.007,4,0.794
5u3mk3AEJFMHBrVbu8woXA,daddi,[],cherry glazerr,49,191467,0.0448,0.692,0.729,0.137,G,0.107,-3.993,Minor,0.0315,119.979,4,0.452
3AFhzcKWItCQeno4N9Sn6x,acid queen,[],cheryl freeman,23,241027,0.539,0.409,0.584,0.000371,G,0.141,-10.512,Major,0.0392,127.719,4,0.291
0NzSlcBUNgYkhbaL20cljR,mister sandman,[],chet atkins,44,137000,0.931,0.646,0.368,0.629,D,0.0943,-12.803,Major,0.0497,111.719,4,0.468
0llOzFbkvIRZuzXqOKCJJh,breso,[],chewing on tinfoil,22,209573,0.0414,0.424,0.886,0.0,E,0.107,-5.062,Major,0.133,95.39,4,0.742
1hPajXXDa8dfTFABNZe2Ri,mind your manners (feat. icona pop),[],chiddy bang,51,196653,0.00399,0.696,0.853,0.0,D,0.0843,-4.122,Major,0.237,92.976,4,0.685
2ZltjIqztEpZtafc8w0I9t,3005,[],childish gambino,69,234215,0.113,0.472,0.448,0.0,F#,0.0914,-7.272,Minor,0.326,166.077,4,0.636
0zbcIc9ky9R1E1OkXlZgeT,aim high,[],childish major,41,154331,0.0478,0.683,0.841,0.0,G,0.0969,-5.037,Minor,0.11,112.483,3,0.337
53xAT6jud1w0NqlBjSW4VB,what's my name,[],china anne mcclain,63,190720,0.112,0.725,0.933,0.0,D#,0.21,-4.933,Minor,0.164,114.031,4,0.601
5pwOzfo4lcBCanlwJ6xFcV,conciousness meditation,[],chinmaya dunster,30,514213,0.961,0.456,0.187,0.348,F,0.133,-17.233,Minor,0.0303,148.199,4,0.147
7acvvbvysxg0towd07JdnB,hit me up,[],chip,53,291833,0.309,0.552,0.441,0.0,A,0.13,-6.449,Minor,0.0822,149.743,3,0.275
3eNlq5O15a6iC6Ng6AGrhZ,listen to the breeze,[],chiwoniso,33,228867,0.417,0.688,0.711,0.0303,A,0.137,-9.593,Major,0.0385,97.902,4,0.735
736Jy0aC33icgo4VWXgnU6,asylum,[],chloe foy,59,231200,0.122,0.436,0.388,2.79e-06,G,0.198,-9.765,Major,0.0303,128.97,3,0.217
3UyfbleQaK7IJJQ1KGypve,brown steel,[],choker,43,189714,0.352,0.567,0.46,0.00478,C,0.565,-6.249,Major,0.0307,127.295,4,0.332
0mnyjCNu9XUi5dv0JD3UqM,bubble dream,[],chon,50,172437,0.00296,0.432,0.664,0.758,A,0.117,-7.281,Minor,0.0363,196.083,4,0.277
5vjLSffimiIP26QG5WcN2K,hold on,[],chord overstreet,77,198853,0.497,0.608,0.445,0.0,D,0.0802,-9.551,Major,0.055,119.886,4,0.189
1y3nDIZRAnrciAVqfSRSaX,(you ain't) home on the range,[],chorus,21,73427,0.679,0.696,0.729,9.01e-05,F#,0.0825,-11.143,Minor,0.0481,120.069,4,0.611
4fWMjJzPmLGkmoMVF7nqcQ,welcome to the forty thieves - soundtrack,[],chorus - aladdin and the king of thieves,27,110173,0.65,0.549,0.53,0.0,A,0.33,-14.15,Minor,0.103,109.124,3,0.484
1ryI0iueOhVzXKSBO7ESxK,"little april shower - from ""bambi""/soundtrack version",[],chorus - bambi,35,235267,0.952,0.429,0.23,1.5e-05,C,0.0834,-15.662,Major,0.0445,90.909,4,0.122
0wKpwcebNS9Fkw7oMbSffP,"the mob song - from ""beauty and the beast""/soundtrack version",[],chorus - beauty and the beast,45,210307,0.809,0.563,0.594,0.0,F,0.161,-13.134,Major,0.196,73.385,4,0.557
0Vx07Bg7XsEFk9jBRotQBu,a true hero / a star is born,[],chorus - hercules,34,333667,0.839,0.168,0.286,0.507,G,0.434,-11.353,Major,0.0393,87.79,4,0.0982
6JNCvYkbaD19DZIMo0o9ul,"lesson number one - from ""mulan ii"" / soundtrack version",[],chorus - mulan,45,146907,0.73,0.385,0.412,5e-05,G,0.0977,-9.405,Major,0.0394,126.102,4,0.422
2VnVfGZuVCQKm9xBTuWM7N,"savages - pt. 1 - from ""pocahontas""/soundtrack version",[],chorus - pocahontas,45,103200,0.816,0.476,0.415,6.93e-05,C,0.558,-15.006,Major,0.071,140.058,4,0.745
3rc2aaMdWpiS28VIVWm8C6,eres tú el príncipe azul,[],chorus - sleeping beauty,21,164693,0.942,0.259,0.319,2.39e-06,F,0.185,-9.793,Major,0.0337,78.197,4,0.306
3D23LGhFdoRjo56haEfeMq,"one of us (from ""the lion king 2 simba's pride"") - from ""the lion king ii: simba's pride""/soundtrack version",[],chorus - the lion king 2: simba's pride,43,159533,0.214,0.441,0.531,0.0,D,0.113,-8.165,Major,0.0493,101.288,4,0.299
2hY574YdmPlehaNPUmq3Md,that's when you know,[],chris buck band,39,207399,0.0668,0.528,0.805,0.0,D#,0.112,-7.254,Major,0.0452,147.974,4,0.652
2bmSoVE0rXEI6fGuy14QyA,love letters,[],chris burton,68,193411,0.0964,0.699,0.679,0.0,D,0.166,-5.853,Minor,0.043,143.949,4,0.546
1PGe4q4DRnzmfxQPMsH9nZ,clermont lounge #1,[],chris rock,27,55467,0.937,0.664,0.398,0.0,A,0.623,-11.295,Major,0.439,51.389,3,0.752
4QUzKKSgqiRxSH5wCKpE3e,remember when (push rewind),[],chris wallace,47,191060,0.018,0.709,0.813,0.0,G,0.252,-3.521,Major,0.0391,127.026,4,0.802
0sxhxUMnQLwWZrpDHFxpm6,2001 (feat. anoyd),[],chris webby,51,246593,0.137,0.914,0.807,6.33e-06,C#,0.0949,-6.325,Major,0.095,130.044,4,0.43
6iRTYLWbxXtUz00KQIWiTN,by myself,[],christian french,74,184625,0.359,0.685,0.553,0.0,C#,0.654,-6.965,Minor,0.0667,130.022,4,0.695
2xSsZLBbnyrmKKIRTbGn9w,companion,[],christian leave,54,216863,0.333,0.718,0.332,6.03e-06,C,0.0583,-14.416,Major,0.0359,115.975,4,0.344
61LTjstyNNfQrKXqoygqHo,beirut,[],christian löffler,46,460803,0.0228,0.783,0.375,0.929,D#,0.113,-12.261,Minor,0.0539,120.01,4,0.174
4D86UlSr1HezEMyKEjQWBm,dripping summers (feat. little dragon & vic mensa),[],christian rich,42,191351,0.76,0.568,0.737,0.529,D#,0.427,-6.614,Minor,0.0444,147.987,4,0.616
4EBfYQbFfsdEc8EkpzG8fh,conseils de la fée des lilas (feat. christiane legrand),[],christiane legrand,32,121627,0.247,0.498,0.346,0.0,D,0.0701,-13.762,Minor,0.0732,70.717,4,0.594
2C4UTxUPtKW71WPyUjIiWh,hot hot kiss,[],christie lamb,40,197253,0.121,0.643,0.625,0.0154,E,0.087,-5.751,Major,0.029,104.933,4,0.744
5eQ9IwVa9EodrmIItRQpaA,accelerate,[],christina aguilera,54,243062,0.371,0.799,0.629,2.01e-06,C,0.15,-5.638,Minor,0.14,128.041,4,0.293
6VmGiKf5LPYuG5aYFMcW9y,"call me, beep me! (the kim possible song) - from ""kim possible""",[],christina milian,44,156960,0.078,0.867,0.754,1.1e-05,G,0.0896,-6.797,Minor,0.0853,120.007,4,0.891
6seFk5vHEdxZ0HHCowWjG9,what have i done?,[],christopher blake,39,176348,0.927,0.42,0.354,0.000455,G#,0.108,-12.119,Minor,0.136,150.689,5,0.134
6Cz9SVTiwGrrYC9LDxM8g1,a good life…good enough / end titles,[],christopher drake,28,351243,0.0722,0.227,0.339,0.894,G,0.104,-13.896,Minor,0.0436,103.307,4,0.0341
2wpALOiLmOzIBtYK4qVmv8,a future for the krogan,[],christopher lennertz,44,209920,0.297,0.184,0.406,0.904,B,0.0918,-15.745,Minor,0.0358,95.685,4,0.0399
03teNQu8rWlFnNzF1ULXIq,starstruck,[],christopher wilde,56,175027,0.0353,0.555,0.8,0.0,C,0.0783,-4.835,Major,0.0776,174.007,4,0.801
6wd6B1mkGjPLEYxIlS5Gav,love happens - score,[],christopher young,27,250560,0.542,0.356,0.461,0.818,E,0.0613,-11.184,Major,0.0311,117.169,3,0.0927
0esvPCTkCP1W4R5QTwLBha,grazing,[],chuuwee,49,204064,0.223,0.776,0.527,0.0,A#,0.133,-8.702,Minor,0.116,104.01,4,0.314
6ClrUcM3YpKlJhihx94Oel,el peor,[],chyno miranda,64,192293,0.138,0.84,0.903,0.0,E,0.661,-3.421,Major,0.227,94.998,4,0.798
1Jp9n1uHB72CfK31j4mEPh,and i,[],ciara,50,233840,0.255,0.691,0.389,0.0,F#,0.0981,-10.125,Major,0.0653,122.219,4,0.437
1Ia6PdR6P38gDGEtmdhb11,bad for me (feat. sizzy rocket),[],cid,57,152964,0.0457,0.711,0.892,0.000641,C,0.12,-3.918,Major,0.0382,124.059,4,0.304
5iBP84nYff7zzoYGSfOwgf,parar el tiempo,[],cimafunk,55,249250,0.133,0.84,0.465,7.99e-06,D,0.153,-8.861,Major,0.0347,109.998,4,0.58
3vPrFUtWpKT9oNW94NDDEW,don't know what you got (till it's gone),[],cinderella,59,354640,0.229,0.36,0.527,0.000792,A,0.0536,-9.883,Major,0.0289,132.639,4,0.247
2sFwmhw1lOr2WwrH1EDYw3,cinderella: finale,[],cinderella chorus,24,66026,0.81,0.331,0.388,0.138,F,0.277,-12.159,Major,0.0298,100.953,4,0.308
0f8D91sD9B4ZwzoegTwk7w,as you please,[],citizen,45,253128,0.132,0.626,0.554,0.0413,G,0.431,-7.151,Major,0.0293,141.026,3,0.0478
460Wn6Dq2uMviG5nPXtPnb,better days (and the bottom drops out),[],citizen king,55,207027,0.173,0.758,0.896,3.18e-05,A,0.136,-3.311,Major,0.0501,94.911,4,0.797
4O9E0qcWGCMYxq58UdbsQU,in tenderness,[],citizens,47,242640,0.0026,0.47,0.759,2.04e-06,C#,0.567,-6.67,Minor,0.0316,163.981,4,0.543
3DHK8HX55krtGNSDMvJA7b,...off by heart,[],city and colour,38,111747,0.435,0.412,0.665,0.000429,A,0.0735,-5.55,Major,0.0283,146.415,4,0.604
0ZtqPL0UZSIvUymY0kDaev,broke boy,[],city girls,52,128531,0.004,0.783,0.687,3.44e-06,C#,0.175,-3.678,Major,0.0659,102.998,4,0.303
69KvYHBTocvA6jLNN7WbQk,perfect instance,[],city of the sun,65,253061,0.727,0.481,0.256,0.816,F,0.114,-14.291,Minor,0.0284,104.112,3,0.0383
1g8dRVzAvmSOTfTz5m0H9K,letters from the sky,[],civil twilight,50,275040,0.533,0.321,0.7,0.00106,G#,0.0995,-5.855,Major,0.0454,149.904,4,0.0976
7AimHQrOUoUTYbVX87D3Zl,96 quite bitter beings,[],cky,57,201920,0.00184,0.458,0.779,4.28e-05,D#,0.313,-8.312,Minor,0.0486,99.093,4,0.729
2PsuktMveOXllYMbAy5dEj,hello bitches,[],cl,64,178177,0.00983,0.714,0.884,0.0,B,0.439,-2.932,Major,0.113,145.074,4,0.584
6cHiaygACQomLr11qAWlXq,partir là-bas (reprise),[],claire guyot,26,135533,0.965,0.229,0.259,0.000964,F,0.0905,-13.283,Major,0.0358,66.428,5,0.149
7FXOSpqXFms6JTeGfaRQua,the skin of my yellow country teeth,[],clap your hands say yeah,49,343773,0.00695,0.459,0.97,0.000141,C,0.128,-5.179,Major,0.0638,141.609,4,0.394
1pIEaoJiY4CRTCDMOWNDyP,ode to the pleiades,[],clap! clap!,34,361750,0.0762,0.613,0.607,0.446,D,0.333,-9.66,Major,0.041,123.013,4,0.151
5hs8G87IGQq0Sz37oY9efX,call your girlfriend,[],clara mae,65,194810,0.966,0.637,0.0795,0.0,F#,0.109,-13.437,Major,0.0315,99.021,4,0.213
4E5xw6W7OdMeMZsWMNX3EP,put you into words,[],clare dunn,55,202229,0.0935,0.461,0.836,0.0,D,0.263,-2.918,Major,0.0417,158.222,4,0.532
5pwqFOPir9wq1QHrIEaXkw,stormy,[],classics iv,43,169970,0.685,0.639,0.405,0.0357,E,0.268,-12.207,Minor,0.0318,118.761,4,0.754
4sgRbJz6g1uoOtRO85er5T,je nous aime,[],claude challe,36,280533,0.259,0.562,0.537,0.794,B,0.392,-9.536,Minor,0.0285,100.075,4,0.194
1fLhGF1JfGQYj6EZLndD86,baby (feat. marina & luis fonsi),[],clean bandit,80,205440,0.356,0.755,0.74,1.05e-05,C,0.0994,-5.354,Minor,0.04,116.946,4,0.33
6quTpVBmZHXxSHaDz72G1f,belly button blues,[],cleopatrick,41,331581,0.000136,0.264,0.787,0.000284,B,0.179,-7.566,Major,0.0685,81.045,4,0.153
2ok2k9RZWB9cZexVjIRp1q,a real boy,[],cliff edwards,24,101747,0.89,0.391,0.33,0.0156,G,0.167,-12.779,Major,0.0329,120.109,4,0.268
2MBO7LUewRmvaIRqaRHsEc,"star trek vi: the undiscovered country: end credits - from ""star trek vi: the undiscovered country""",[],cliff eidelman,25,465133,0.557,0.129,0.192,0.91,F,0.295,-19.024,Major,0.0334,68.801,4,0.0371
6ZBlTjkV3FjsD81ApbLUYW,dayum,[],cln,33,189751,0.463,0.633,0.444,0.585,G,0.0852,-6.034,Minor,0.0349,153.053,4,0.423
18x4IO5OzTlaQDupmGG9eg,panopticon,[],cloud control,42,203244,0.000814,0.568,0.651,0.000112,F,0.0774,-7.094,Minor,0.0394,89.98,4,0.881
6mAFvY1kUhy3N4dDgHvhN8,bringing the house down,[],cloves,49,216413,0.124,0.672,0.533,0.0,C#,0.077,-7.121,Major,0.046,102.925,4,0.496
6PR0vTTgkUpPIKiR4W9JRf,living legend,[],club danger,48,154000,0.000258,0.49,0.865,0.0,F,0.067,-6.858,Major,0.0636,90.042,4,0.479
7GkGGmm8SL7VM07llfsmH0,cute - recorded at spotify studios nyc,[],coast modern,46,220111,0.046,0.675,0.543,0.0,G#,0.115,-7.673,Major,0.0395,79.017,4,0.668
2kHps71ssELNoibannedNM,you could have been the one,[],coasts,48,255738,0.0104,0.499,0.879,0.0,B,0.0887,-5.566,Major,0.0567,122.091,4,0.493
6PK0kTSblI5AyWsOv5UkaR,church of the lonely,[],cobi,50,235420,0.0718,0.548,0.686,0.0,A#,0.177,-5.867,Major,0.041,77.488,4,0.213
7kMfu3KUydmrFVGEAhjtyl,good girls go bad (feat. leighton meester),[],cobra starship,64,196413,0.0116,0.594,0.874,0.0,C,0.549,-3.716,Major,0.0815,119.964,4,0.628
4T3DAHq5eccHWLtIh2PLE1,biseri iz blata,[],coby,57,189500,0.0113,0.758,0.715,0.0,B,0.217,-5.957,Minor,0.0561,99.984,4,0.293
2IRMVarlcHYhStSWfX8AkN,"cochinear (remix) [feat. pusho, luigi 21 plus, almighty & alexio]",[],cochi mundial,36,294793,0.0661,0.928,0.805,4.2e-05,G,0.574,-5.485,Major,0.167,97.023,4,0.651
1jbrKpiTZ5jSblBypybUmV,nighttiming,[],coconut records,44,168493,0.0115,0.689,0.907,1.02e-06,E,0.0983,-6.574,Minor,0.0595,120.016,4,0.897
1OyGnfENpomANuXHohFEXo,werewolf,[],cocorosie,46,290187,0.313,0.513,0.498,4.06e-06,C,0.444,-7.929,Minor,0.0531,67.469,4,0.0787
6bsXsxDxFa8qbNptlxERkh,daybreak,[],cody simpson,55,176853,0.00604,0.683,0.661,0.0,F#,0.0649,-8.043,Major,0.0464,125.022,4,0.397
