Unnamed: 0,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genres
23493,slumberjack,"afraid, unafraid",3k8Vghvr9JRdXmT4GOuq9i,39,0.0144,0.529,179200,0.739,0.000255,A,0.39,-5.356,Minor,0.0543,149.915,4,0.395,[]
166065,toto,africa,2374M0fQpWi3dLnB54qaLX,85,0.257,0.671,295893,0.373,7.95e-05,A,0.0481,-18.064,Major,0.0323,92.717,4,0.732,"['yacht rock', 'soft rock']"
135185,hugh mundell,africa must be free by 1983,3LEre9p18tm6orlPSupVgD,34,0.0159,0.759,148427,0.402,1.38e-05,G#,0.13,-11.008,Major,0.235,75.071,4,0.632,"['roots reggae', 'reggae', 'dub', 'rocksteady']"
132957,"nas & damian ""jr. gong"" marley",africa must wake up,0Bpq1yPSBTH5pgD0g0EmJj,32,0.0252,0.695,400493,0.668,0.0,B,0.108,-6.005,Minor,0.132,139.053,4,0.422,"['reggae', 'ragga']"
220860,cesaria evora,africa nossa (with ismaël lô),0YTXLE1lFqxLLfS6mhrDwx,34,0.627,0.804,232093,0.862,5.4e-05,E,0.422,-7.742,Minor,0.0517,103.999,4,0.826,['fado']
217631,femi kuti,africa will be great again,3tByzh69xblgCQMxbCE2ZM,25,0.252,0.756,287013,0.811,6.92e-05,C,0.111,-6.628,Major,0.133,99.996,4,0.562,"['afrobeat', 'afropop', 'highlife']"
135301,tiken jah fakoly,africain à paris,3dH1Vs79niblZYpe4Ry47M,23,0.284,0.782,233027,0.591,2.66e-06,F#,0.38,-8.222,Minor,0.041,96.061,4,0.864,"['reggae', 'ragga', 'roots reggae', 'dub']"
218352,seun kuti,african dreams,1tD9mj7D8g37FtOfBceUqN,32,0.0373,0.579,589805,0.816,1.14e-05,F,0.0902,-6.572,Minor,0.106,165.151,4,0.884,['afrobeat']
135144,ce'cile,african king remix (feat. chronixx),7335lTirBxc2HQbfwSsqL0,37,0.371,0.799,218163,0.544,0.0,A#,0.32,-6.706,Minor,0.175,84.001,4,0.655,"['dancehall', 'riddim', 'ragga']"
134783,burning spear,african postman,5gsihF9PO9ZXrPtg4gV7wZ,36,0.00938,0.614,323320,0.96,0.141,D,0.363,-3.91,Minor,0.038,146.983,4,0.799,"['roots reggae', 'reggae', 'dub', 'rocksteady', 'ragga']"
135588,"lee ""scratch"" perry",african starship,2LHhq1IFGoGas3trP47paV,28,0.173,0.678,246514,0.505,8.49e-06,D,0.0443,-7.573,Major,0.0853,129.917,4,0.382,"['dub', 'rocksteady', 'reggae', 'roots reggae', 'ska', 'ragga']"
39279,air,african velvet,19s3me6x3fJ1teEh6id1mj,34,0.494,0.503,229000,0.572,0.9,F#,0.133,-11.876,Minor,0.0335,167.625,4,0.57,['anime']
136518,kabaka pyramid,africans arise,2GqVlrQzyZ4DNUyrf7cW3W,31,0.0112,0.697,220497,0.753,0.0,G,0.0912,-5.568,Major,0.115,92.022,4,0.559,"['reggae', 'roots reggae', 'ragga', 'dancehall']"
136080,alpha blondy,afriki,2ANQgBFn0OsfOg8i7SSIyz,23,0.207,0.767,304280,0.65,2.94e-05,E,0.123,-6.43,Major,0.114,75.748,4,0.973,"['reggae', 'roots reggae', 'ragga']"
61107,robert glasper experiment,afro blue,7e0j6jReCfN5KJkDNLHyHQ,55,0.0291,0.775,307627,0.571,0.0882,G#,0.0941,-8.097,Major,0.0342,97.491,4,0.379,"['neo soul', 'jazz rap']"
178279,roy hargrove,afrodisia,2agvDL6NkQfEjGgMbfqQMi,39,0.372,0.656,287907,0.532,0.0381,F,0.0911,-11.78,Major,0.0485,111.594,4,0.783,"['jazz', 'latin jazz']"
113873,travis denning,after a few,1z6wl2rwKatfmza6usanWw,58,0.0146,0.617,213493,0.849,0.0,A#,0.194,-4.316,Minor,0.0355,106.998,4,0.695,['country']
57341,charlotte day wilson,after all,430AnSE09cNCZ42bG27QyU,58,0.387,0.736,252245,0.458,0.000128,D#,0.113,-7.853,Major,0.0327,108.016,4,0.317,['alternative r&b']
17127,cher,after all (love theme from chances are),0ACu78PvVsOFYIKgRkKbGZ,59,0.595,0.511,244360,0.336,0.0,E,0.0904,-13.132,Major,0.0324,138.203,4,0.166,"['chamber music', 'opera']"
37681,slander,after all - habstrakt remix,5OhKV5ymsUcEUgvH5YWIX5,32,0.00326,0.726,217500,0.972,0.502,C#,0.346,-3.615,Major,0.119,128.005,4,0.168,"['melodic bass', 'dubstep', 'edm', 'future bass']"
210157,brian johnson,after all these years,7tyDArKMeKHA3KnvABJ9fO,39,0.836,0.283,276307,0.219,1.17e-06,G,0.143,-11.089,Major,0.0311,137.437,4,0.0941,"['worship', 'pop worship', 'christian']"
51909,patrick sweany,after awhile,3fI55TG9Z14TNqGv0iXgym,26,0.432,0.41,278173,0.557,1.38e-05,E,0.125,-8.07,Minor,0.0317,112.243,4,0.662,"['blues rock', 'modern blues', 'blues']"
180476,brad mehldau,after bach: rondo,3XbVHYWuExnkyJZQMdIhFz,36,0.985,0.255,501013,0.247,0.919,F#,0.105,-17.532,Major,0.041,169.539,4,0.14,['jazz']
67303,offset,after dark,1taKClbaJhl9FXdtM4hNBe,72,0.25,0.8,172881,0.696,1.4e-06,F#,0.0894,-7.004,Minor,0.228,100.003,4,0.189,[]
148902,kelpe,after gold,3Nr62FFbrwPRAAmKoLbR7a,48,0.314,0.616,390987,0.525,0.615,C#,0.112,-9.827,Major,0.0686,106.749,4,0.0904,['idm']
66438,the velvet underground,after hours,1KV5oVge9iqh92lxzyaznQ,43,0.793,0.602,127453,0.152,0.0,F,0.164,-21.019,Major,0.148,121.255,4,0.485,"['proto-punk', 'art rock']"
103288,living legends,after hours (extended euro mix),3NsH19RsdYXc0NPmFfjyE3,46,0.0467,0.894,500013,0.814,1.03e-05,F#,0.0815,-4.114,Minor,0.14,110.004,4,0.292,['underground hip hop']
65644,nivhek,after its own death: side a,0JJmrRoNITYVgeJfk063n3,41,0.917,0.101,1001299,0.23,0.932,A,0.0943,-19.574,Minor,0.0428,66.892,4,0.0349,"['drone', 'ambient', 'experimental']"
227415,wendy rene,after laughter (comes tears),1IXa70EPedlpafPL7Ood2z,52,0.169,0.422,179413,0.171,1.68e-05,C#,0.127,-13.864,Minor,0.0352,187.002,4,0.363,['northern soul']
36662,rustie,after light,5yrHZWuyrOrc4iWnDevono,34,0.00482,0.331,222693,0.695,0.844,E,0.0726,-7.1,Minor,0.0394,95.908,5,0.115,['future bass']
42345,j.j. cale,after midnight,1PC5GV3OaoXx5em8ttQOMI,61,0.171,0.699,146640,0.32,0.146,D,0.0771,-18.988,Major,0.0337,95.973,4,0.525,"['blues', 'blues rock', 'roots rock']"
90927,king lil g,after my death,2YcgCfn4v62JvPvyTqxMxH,52,0.109,0.755,192520,0.68,0.0,C,0.0897,-5.538,Major,0.255,90.976,4,0.53,"['mexican hip hop', 'west coast hip hop', 'gangster rap']"
210370,chris quilala,after my heart,41rA3pZ2kMNu8NyTrWu2WZ,33,0.16,0.559,249640,0.747,0.0,C,0.385,-5.209,Major,0.0346,120.998,4,0.119,"['worship', 'christian', 'pop worship']"
193326,koffee brown,after party,5cvMzT7kEvcxcdtcJz1vQY,55,0.0492,0.802,214560,0.552,1.7e-06,F,0.0224,-4.796,Minor,0.0503,105.481,4,0.601,[]
84290,cosmo pyke,after school club,7BpBtD7M2gVdAnKBkhSWPc,48,0.0299,0.339,314878,0.881,0.0,G,0.361,-3.095,Major,0.0705,117.332,4,0.359,['bedroom pop']
96022,ivory waves,after slice,7KGFNruz20BVdcSzoQrSlu,52,0.289,0.664,221907,0.348,0.0221,F#,0.0632,-8.23,Minor,0.0357,122.654,4,0.607,[]
179384,joe mcbride,after sunset,3Xf0CYPBQw1HZZ60uiXx0c,28,0.426,0.644,290400,0.495,0.0475,E,0.0515,-12.119,Minor,0.0373,88.07,4,0.616,"['smooth jazz', 'jazz', 'cool jazz']"
44136,broken bells,after the disco,1MmDfBzGsWKXb0rQfTyvOy,55,0.00226,0.729,219293,0.74,0.0305,A,0.13,-5.444,Major,0.0258,115.984,4,0.966,[]
8260,conway twitty,after the fire is gone - single version,20DVVHFczaYBWhJ8utqmHb,36,0.666,0.554,157293,0.254,5.82e-05,E,0.131,-16.202,Major,0.0336,104.69,4,0.674,"['classic country', 'country', 'traditional country', 'outlaw country', 'honky tonk']"
155387,neil young,after the gold rush - remastered version,2anPa0qaFG1Nf0swkpfOQd,53,0.984,0.473,225973,0.158,2.19e-06,G,0.113,-12.9,Major,0.0332,98.008,4,0.329,"['classic rock', 'folk rock', 'singer-songwriter', 'roots rock']"
177166,vic damone,after the lights go down low,1KnrrTK9UY22Bwv3p5DZxR,43,0.549,0.365,144200,0.37,0.0,G#,0.396,-10.784,Major,0.0332,70.696,4,0.571,"['adult standards', 'vocal jazz', 'big band']"
145693,"earth, wind & fire",after the love has gone,3cfnGXJ9bmiWvFqEO6ff8B,63,0.532,0.424,278040,0.443,0.000389,F#,0.673,-13.45,Major,0.0382,131.675,4,0.391,['disco']
94451,craft spells,after the moment,5ozIJrlaCAf3g8MMyot483,60,0.0263,0.609,240608,0.874,4.99e-05,A,0.328,-3.889,Major,0.0293,112.011,4,0.744,"['dream pop', 'chillwave']"
227084,betty wright,after the pain,6jC4P4UddgJKz4MOdpYlOo,44,0.316,0.611,420960,0.478,0.0,C,0.0677,-13.737,Major,0.145,171.288,4,0.742,"['classic soul', 'soul']"
43976,the menzingers,after the party,3cnD0uH9C0AY4oxmb84gpc,54,0.000269,0.209,230323,0.962,6.97e-05,C#,0.15,-4.435,Major,0.0482,184.267,4,0.351,"['indie punk', 'punk', 'pop punk', 'skate punk']"
99137,nickelback,after the rain,6wB1rps05TiAm6GTY4FDhS,59,0.0684,0.536,214649,0.953,0.0,B,0.132,-4.689,Major,0.0365,142.02,4,0.725,"['post-grunge', 'rock']"
77188,kali uchis,"after the storm (feat. tyler, the creator & bootsy collins)",1otG6j1WHNvl9WgXLWkHTo,71,0.301,0.702,207455,0.659,0.00201,E,0.218,-6.766,Minor,0.13,79.64,4,0.843,[]
215686,maddie & tae,after the storm blows through,1fLNnsyJbusqDhz6QowzZG,44,0.797,0.574,222147,0.309,1.64e-05,C,0.139,-5.399,Major,0.027,133.874,4,0.2,['country']
44618,eagles,after the thrill is gone - eagles 2013 remaster,73gx888k1raTwjFeuqIV5D,52,0.407,0.572,236664,0.358,0.00573,G,0.122,-10.168,Major,0.0292,77.232,4,0.405,"['classic rock', 'yacht rock', 'soft rock']"
39555,bassnectar,after thought,7GjDrmA3Ks75pTQiHLWt6d,25,0.0253,0.379,213333,0.792,0.836,C#,0.649,-7.988,Minor,0.0885,179.982,4,0.0339,"['dubstep', 'bass music', 'dub']"
91834,oddisee,after thoughts,27szvF97Tu95GxN98N52fy,50,0.0285,0.591,325096,0.513,0.782,G,0.208,-11.151,Minor,0.0374,172.208,4,0.263,['jazz rap']
197469,j. holiday,after we fuck,1B7LDbE3DmbUNTsFsfe18T,37,0.288,0.472,212187,0.579,0.0,C#,0.188,-7.003,Minor,0.181,112.515,4,0.241,[]
181022,john allred,after winter,4JmJB6pHqnPs5paIuKvlUu,35,0.868,0.719,119425,0.079,0.0,C,0.177,-21.057,Major,0.0517,124.445,3,0.594,[]
69106,tay-k,after you,5jJL5w2NQ6YeA4a35xUlYV,62,0.386,0.769,135413,0.427,0.0,C,0.0731,-6.105,Major,0.316,149.956,4,0.0393,"['french r&b', 'pop urbaine', 'kompa']"
177002,django reinhardt,after you're gone,0gGBsUh6KzomYrr4oQGlHC,37,0.945,0.682,187133,0.628,0.456,G,0.265,-6.964,Major,0.0545,131.846,4,0.828,"['swing music', 'jazz', 'french jazz', 'ragtime', 'big band']"
145456,eddie henderson,after you've gone,1z2FcRqCR6byfXDSvHq8E4,63,0.986,0.382,424243,0.158,0.823,A#,0.127,-12.962,Major,0.0466,46.95,4,0.314,"['jazz funk', 'jazz fusion', 'jazz', 'soul jazz']"
4726,the driver era,afterglow,27HVoPo3YnNp01ulbbc6Dc,50,0.439,0.698,188523,0.668,0.0,F#,0.119,-5.452,Major,0.0577,128.083,4,0.753,[]
99514,royal tusk,aftermath,40n8ZJVmwkdNAUBZSv8Xhg,52,0.00166,0.437,209109,0.934,0.0,F#,0.317,-3.227,Minor,0.0915,144.135,4,0.431,[]
151621,starland vocal band,afternoon delight,3TQOqBFEKUEab8CO1pi5A8,56,0.529,0.491,193040,0.439,0.0,F,0.102,-11.67,Major,0.0301,147.062,4,0.808,"['yacht rock', 'soft rock']"
179796,phineas newborn jr.,afternoon in paris,1oYgSqvxcijRk3ksFE0HTa,34,0.938,0.64,405680,0.159,0.74,G#,0.12,-19.799,Major,0.0474,117.518,4,0.489,"['hard bop', 'bebop', 'jazz', 'cool jazz']"
84953,tink,afterparty - mixtape,3zHzwJhKzZoNh5sN3cndTW,42,0.265,0.778,176597,0.795,0.271,C,0.0683,-7.452,Major,0.0521,112.012,4,0.759,"['opera', 'mizrahi']"
28105,etsuko yakushimaru,afterschooldi (e) stra (u) ction,03ZuC6NHcvDluUAiNG6siM,39,0.00252,0.636,247027,0.738,0.0,B,0.0359,-5.784,Minor,0.0281,127.974,4,0.683,"['anime', 'shibuya-kei', 'japanese indie']"
20195,cash cash,aftershock (feat. jacquie),1s82u8aaERDyKAyt2vyhQr,49,0.052,0.544,206320,0.811,0.0,G#,0.121,-2.271,Major,0.0515,129.011,4,0.188,"['classic country', 'outlaw country', 'country']"
23576,nghtmre,aftershock - boombox cartel vip,7Bn7qlbuOEkruIEpF23XPS,45,0.102,0.446,256000,0.915,0.224,F#,0.237,-3.754,Minor,0.143,149.898,4,0.0534,"['dubstep', 'edm', 'edm trap', 'future bass']"
96359,whethan,aftertaste (feat. opia),2iUb7DLswcEXEmsdD878no,57,0.292,0.536,160235,0.644,8.34e-06,E,0.0802,-6.28,Major,0.191,113.317,5,0.607,[]
228296,slum sociable,afterthought,6DKLYVa951309xN1LBBkpu,53,0.00524,0.609,226945,0.829,2.21e-05,A,0.132,-4.28,Minor,0.033,116.017,4,0.586,[]
221350,jonn serrie,aftervisions,5igpcmCvGTzIhbpG67YlsC,23,0.863,0.144,351227,0.175,0.945,A#,0.185,-30.371,Minor,0.208,84.259,4,0.0895,"['space music', 'ambient', 'new age', 'drone']"
97152,caifanes,afuera,3pJfnBjO3kjudEchcPEDxS,71,0.209,0.487,288600,0.553,2.81e-05,F#,0.0992,-11.197,Minor,0.0425,126.043,4,0.699,"['rock en español', 'mexican rock', 'latin rock', 'latin alternative']"
13629,noah cyrus,again,2S2od3hT7ceytw7d1pTRuE,76,0.188,0.664,193962,0.738,5.75e-05,A,0.135,-4.095,Minor,0.0338,119.973,4,0.203,[]
226520,men i trust,again (feat. ghostly kisses),74SiMxFuGC4SYuIGRBIIcZ,52,0.651,0.822,229265,0.358,0.568,F,0.115,-11.981,Minor,0.0462,109.995,4,0.245,"['bedroom pop', 'indie pop']"
143342,laoise,again - acoustic version,2nTITKWWwWzJR5Cnk0YEXh,56,0.883,0.613,248816,0.184,0.000168,C#,0.116,-11.593,Major,0.0325,95.755,4,0.327,['celtic']
209079,israel houghton,again i say rejoice,57ofbzPo9M0Qq2s1oJpgYo,40,0.374,0.505,339053,0.506,2.01e-06,C,0.0752,-9.94,Major,0.0274,104.015,4,0.149,"['gospel', 'worship', 'christian']"
35213,nogizaka46,against,0RZY8rXLhks0nfy9FPFrgS,24,0.2,0.478,267973,0.947,0.0,G#,0.345,-2.684,Minor,0.079,129.932,4,0.592,"['j-pop', 'anime']"
222742,phil collins,against all odds (take a look at me now) - 2016 remaster,63CHa6rmamv9OsehkRD8oz,72,0.198,0.58,206360,0.498,0.0,C#,0.132,-6.901,Major,0.0277,116.271,4,0.111,['soft rock']
63532,the postal service,against all odds (take a look at me now) - remastered,0eJiuxxTdhyOBC3ewtoLUN,44,0.0635,0.614,257293,0.521,0.00255,C#,0.0923,-9.176,Major,0.0477,125.079,4,0.0383,[]
28351,zaq,against the abyss,5URIFB569sc9qhxAzy5Fol,37,5.21e-05,0.432,263467,0.857,0.0,A#,0.218,-3.024,Minor,0.0767,180.873,4,0.435,"['funk', 'funk de bh', 'brazilian funk', 'brega funk']"
21110,akon,against the grain,4VR4fPG6veFtEVUDzJ9VJE,45,0.427,0.77,244453,0.53,0.0,C,0.0877,-4.779,Major,0.0354,94.999,4,0.36,[]
132744,rebelution,against the grain (acoustic),5X6clG1HdWAlYX36y69ic8,33,0.277,0.686,371069,0.34,0.000593,E,0.107,-10.788,Minor,0.0682,141.01,4,0.314,"['reggae', 'reggae rock', 'roots reggae']"
41469,bob seger,against the wind,1SWmFiFSIBoDbQJjNKC7SR,63,0.28,0.674,333720,0.771,0.0318,G,0.133,-5.612,Major,0.0246,109.618,4,0.718,['classic rock']
92338,trebol clan,agarrala,50K0GKbudptd9wZwQlQWdj,65,0.172,0.744,157701,0.921,4.86e-06,A,0.146,-4.521,Minor,0.0889,93.001,4,0.718,['reggaeton']
85760,jaheim,age ain't a factor,5gew07PVAeMUISpX213NcD,43,0.292,0.422,195952,0.765,0.0,D,0.555,-3.72,Major,0.159,77.548,4,0.469,"['r&b', 'neo soul', 'quiet storm']"
17930,aaliyah,age ain't nothing but a number,2hMk3VNicbCoV8I81m7Z3q,53,0.155,0.589,253960,0.532,0.0903,F#,0.323,-8.572,Minor,0.0271,84.012,4,0.434,['r&b']
218446,oneohtrix point never,age of,5BOu8GAezoeEQPMKNCVmZ9,42,0.192,0.299,204289,0.404,0.696,G,0.131,-10.474,Minor,0.0298,179.908,3,0.0914,"['idm', 'drone', 'ambient', 'experimental', 'vaporwave']"
231175,geographer,age of consent,53ZVPBCxfo0QcwkeaqB7qC,41,0.0153,0.527,266733,0.597,0.469,F#,0.103,-6.055,Major,0.0279,85.946,4,0.228,[]
143821,cayetana,age of consent (new order),0s1AJpOokiTy1UMG4D4iPn,44,0.135,0.465,226287,0.851,0.694,G,0.109,-6.194,Major,0.0325,157.807,4,0.381,"['indie punk', 'riot grrrl']"
222253,greta van fleet,age of man,54DIzLw4LLxB3n1XiiQftU,65,0.0377,0.46,366187,0.601,0.715,F#,0.0954,-5.486,Minor,0.0304,136.912,4,0.247,['rock']
38503,ten walls,age well,0lGMnC3EV5HFyId8ESNy3h,38,0.316,0.631,299750,0.689,0.805,D,0.11,-11.449,Minor,0.0298,120.012,4,0.308,['deep house']
30212,porno graffitti,agehachou,4SestenLcTKu4sUxs4MYuh,27,0.195,0.725,281480,0.979,2.37e-06,A,0.317,-3.993,Minor,0.0502,116.064,4,0.941,"['anime', 'j-pop', 'j-rock']"
205852,immediate,ageless empires,5i84V8iu5ptHV7VQm7iT60,25,0.0134,0.432,169040,0.709,0.889,D,0.145,-9.709,Minor,0.0437,81.998,3,0.293,['orchestra']
22367,joyryde,agen wida,35V6qXUDCvwZdmbKe5PlPG,60,0.0114,0.784,199048,0.913,0.00162,C#,0.0831,-1.208,Major,0.177,126.054,4,0.59,"['bass house', 'g-house']"
181446,bessie smith,aggravatin' papa,52AVPhiLKUui44osegMNbf,33,0.996,0.598,196333,0.191,0.00193,F,0.254,-13.68,Major,0.0587,108.122,4,0.655,"['classic blues', 'blues', 'ragtime', 'jazz blues', 'jazz', 'vocal jazz']"
145278,ivan b,aggression,0r4lHdwGhQt9GqUtxgTHAs,47,0.133,0.761,291605,0.481,0.0,G#,0.107,-9.359,Minor,0.106,98.063,4,0.16,[]
143336,trash panda,aging out of the 20th century,5gVMHBodcPKPvFTxnFV5BT,45,0.951,0.55,206684,0.132,0.0021,A#,0.117,-15.643,Major,0.0387,114.974,4,0.241,[]
142192,l'impératrice,agitations tropicales,2La21GqU4fKTQLcfLxTeoz,60,0.564,0.76,248892,0.401,0.259,C#,0.0977,-9.537,Minor,0.0674,115.989,4,0.619,[]
78115,glass animals,agnes,6prvUr8l3t7x5GY7heQb5w,61,0.0162,0.55,271673,0.518,0.0286,C#,0.114,-8.949,Minor,0.0246,165.033,4,0.233,[]
218220,hillsong worship,agnus dei - instrumental / live,4EYTGFTH0LdTwItUQa6uzW,25,0.59,0.4,291440,0.324,0.844,A,0.314,-14.395,Major,0.028,78.992,4,0.0814,"['worship', 'christian', 'pop worship', 'ccm', 'gospel']"
217768,angelique kidjo,agolo,0epThWIIEZZBBwDaHoMBBz,39,0.0474,0.71,291933,0.814,0.106,C,0.221,-8.211,Major,0.0437,93.96,4,0.806,['afropop']
122295,yung lean,agony,1Wj9ZhqrnbLal0Iyqk6QH1,55,0.942,0.578,214173,0.166,0.0069,E,0.103,-17.194,Major,0.0335,99.891,4,0.318,['cloud rap']
141218,bear hands,agora,4gHP29js756gIlq0lsnUSd,46,0.217,0.733,160013,0.589,0.00588,C#,0.392,-5.165,Major,0.0272,97.498,4,0.766,[]
18841,deerhunter,agoraphobia,2SpHd4lGMrJMIQDf92V6VP,54,0.0309,0.579,202640,0.94,0.862,E,0.656,-6.89,Major,0.0375,120.097,4,0.401,"['neo-psychedelic', 'shoegaze', 'dream pop', 'noise rock']"
63431,mountain man,agt,6DUxmvSrqSPmVQRPDmvowm,39,0.991,0.654,137560,0.113,0.0,E,0.291,-17.256,Major,0.523,118.494,4,0.438,"['orchestra', 'easy listening']"
102107,jarabe de palo,agua,5omgFpiMt1CGHjQGfkwzvz,66,0.743,0.715,254267,0.358,0.0133,F,0.104,-15.522,Major,0.033,145.751,4,0.742,"['rock en español', 'latin rock', 'latin alternative']"
163351,elio mafiaboy,"agua (remix) [feat. ozuna, j-king, lyan, juanka el problematik, jetty, beltito, cirilo, el sica & genio]",5uPmuUyyFv6bd0kkKf2hWe,27,0.252,0.773,569679,0.74,0.0,D,0.3,-3.918,Major,0.299,82.91,4,0.783,['reggaeton']
180849,tromboranga,agua que va caer,4fZrgC2yPod6nIUvxPJ5aC,42,0.435,0.744,283293,0.735,0.0515,D,0.0826,-10.16,Minor,0.0461,91.543,4,0.844,"['salsa', 'timba', 'mambo', 'cha cha cha']"
179795,irakere,aguanile bonko,2YQD4iZibMN2lwy7OfAaDe,37,0.178,0.558,296733,0.789,0.0129,C,0.794,-13.697,Major,0.229,132.926,4,0.58,"['latin jazz', 'timba', 'son cubano']"
162258,andy boy,aguantenme,6BFcajfhPOHNCtpMWcwBDT,35,0.0565,0.747,167827,0.747,0.0,G,0.205,-6.826,Major,0.171,94.046,4,0.531,['reggaeton']
148443,richie ray,aguzate,7kFyyZup2X8HkOjgrj7rn1,46,0.775,0.561,375600,0.644,0.00943,A,0.106,-9.596,Minor,0.0377,111.05,4,0.956,"['salsa', 'son cubano']"
162482,lucas arnau,agüita de mar,77RGZpgykpE6WXO9RhcbJt,35,0.642,0.829,216707,0.587,5.38e-06,B,0.113,-7.221,Minor,0.131,77.01,4,0.875,"['colombian pop', 'latin pop']"
144062,simon grossmann,agüitaecoco,1Z0zOAIq0DXxSH9vHSU4IY,55,0.843,0.64,199061,0.258,0.0,F#,0.146,-8.189,Major,0.152,124.083,4,0.641,"['latin indie', 'latin alternative']"
194379,henri salvador,ah ! c'qu'on est bien quand on est dans son bain,3xstoDA8LHcEvI5C6ntEMP,23,0.679,0.78,176133,0.729,0.0,C,0.413,-7.311,Major,0.0441,114.214,4,0.963,"['french jazz', 'chanson', 'variété française', 'french pop']"
53217,grace potter & the nocturnals,ah mary,6rPWNWqWUi62cyZIBzNIBO,22,0.00818,0.52,276267,0.667,0.0323,D,0.394,-7.477,Major,0.0271,122.221,4,0.396,['southern gothic']
220131,oumou sangaré,ah ndiya,53nybahMvrwHL80SbCsDOT,34,0.454,0.63,272000,0.443,0.000213,G,0.266,-10.297,Minor,0.0407,111.33,4,0.858,['afropop']
28696,sukima switch,ah yeah!! - anime ver.,5vDUNjaRLiNrfwu87PauNp,31,0.0218,0.515,94107,0.905,0.0,G#,0.0405,-5.31,Major,0.0449,139.861,4,0.719,"['j-pop', 'anime']"
225518,donnie iris,ah! leah!,3ifaGhNHnCPQ9zdnOfolcZ,53,0.024,0.651,222533,0.775,0.0,F#,0.0878,-7.414,Major,0.0275,105.052,4,0.871,[]
129573,wiener philharmoniker,"ah! taci, ingiusto core 2. akt / act 2",4qbqVVHKISVndkW40zkixE,29,0.977,0.386,397867,0.154,5.88e-05,A,0.263,-19.571,Major,0.0811,130.569,3,0.15,"['classical', 'opera', 'orchestra', 'requiem']"
160702,lyanno,"ah, ah, ah",3KgwbKzNht4T6E61PyCM99,30,0.0563,0.546,205091,0.409,0.0,C,0.125,-12.247,Minor,0.3,184.053,4,0.247,"['reggaeton', 'trap latino', 'urbano latino']"
177708,miles davis,ah-leu-cha,5pNPLXfPS6ZC5EYxbHbWvD,36,0.408,0.532,350333,0.553,0.0,D,0.323,-9.584,Minor,0.0423,121.657,3,0.844,"['jazz', 'cool jazz', 'hard bop', 'bebop', 'jazz fusion', 'jazz blues', 'free jazz']"
78363,x ambassadors,ahead of myself,5KrEN8aGZnvS2UU6molPFs,61,0.0014,0.587,223147,0.542,0.0,F,0.0906,-7.876,Major,0.034,89.991,4,0.371,[]
220286,kronos quartet,aheym,5G6E55eG8tvQrwlSAee9bh,32,0.945,0.426,599655,0.373,0.907,C,0.144,-10.007,Minor,0.0435,142.362,5,0.632,"['minimalism', 'avant-garde']"
163694,jadiel,ahi eh!,5Hv5cF0ObAkb7XLrYXyFV4,28,0.12,0.558,175500,0.807,0.0,C#,0.058,-5.187,Minor,0.118,177.821,4,0.784,['reggaeton']
220984,mc yogi,ahimsa (instrumental),1rxg2qNAvZOWWkYbiAAUnm,22,0.0382,0.701,195360,0.527,0.866,A#,0.106,-7.258,Minor,0.0341,96.045,4,0.723,[]
125201,buddhadev dasgupta,ahir bhairav,2YqGNsc93UuLNBrvHD00Jv,38,0.791,0.454,275960,0.381,0.898,F,0.175,-24.602,Major,0.0439,124.613,3,0.0806,[]
145754,ahmad jamal,ahmad's blues,4CZfPaDW5madfScpZl0nDU,55,0.99,0.508,174000,0.15,0.899,F,0.144,-20.844,Major,0.0418,173.36,3,0.252,"['jazz', 'cool jazz', 'hard bop']"
163907,zion & lennox,ahora (feat. angel dose),4q3XwdxRbTwMf1F2pys41A,25,0.0654,0.773,180800,0.924,0.000104,A,0.145,-4.172,Minor,0.0532,96.011,4,0.584,"['reggaeton', 'latin']"
67650,chris jeday,ahora dice,5LVoGJTyG6fLJgoGkY2QAZ,76,0.249,0.704,271080,0.69,0.0,F#,0.123,-5.451,Major,0.16,144.045,4,0.402,"['trap latino', 'reggaeton', 'urbano latino']"
160842,xel,ahora dice remix (feat. dj merks),2oow8BoC6rf6hIdFYpRqW5,30,0.812,0.696,148153,0.619,0.0,F#,0.0927,-9.487,Major,0.085,144.179,4,0.789,[]
162034,"héctor ""el father""","ahora es que es ""paola""",55ADJDd4t2WKXhDPPgmZkH,25,0.16,0.767,205253,0.827,4.31e-06,G#,0.224,-5.942,Major,0.101,87.97,4,0.708,['reggaeton']
139645,juhn,"ahora me llama (remix) [feat. bryant myers, anonimus, noriel, brytiago & mikywoodz]",2oSLptm3VY9mVhxvCNKpfw,55,0.202,0.645,348768,0.738,0.0,G#,0.0753,-5.845,Minor,0.0761,110.026,4,0.345,"['opera', 'mizrahi']"
179961,frankie ruiz,ahora me toca a mí,5qtc4ArrLZxr7oUXM61qWH,38,0.514,0.798,262707,0.798,0.000241,A#,0.0353,-7.457,Major,0.0371,88.094,4,0.976,"['salsa', 'merengue']"
161426,corina smith,ahora o nunca,37CUdo9yxAw28ZTl5x3GGV,36,0.42,0.514,202881,0.626,0.0,C#,0.115,-4.988,Minor,0.122,149.333,4,0.48,['trap latino']
159640,menor menor,ahora se,3hfpB94cfVvdLAnm8TUBAv,42,0.625,0.663,227540,0.519,0.0,G#,0.117,-9.324,Minor,0.307,123.844,4,0.439,[]
