artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
jefferson airplane,fat angel - live 10.15.1966 late show - signe's farewell,2cgkp9kzFZQlGKapNAC65C,36,0.884,0.436,423933,0.354,0.011,G,0.297,-12.229,Major,0.0328,112.384,4,0.208
rodney carrington,fat girl - live at the majestic theater/2007,0OaWAGMraRKiG6utiIVfgZ,28,0.803,0.512,122827,0.665,0.0,D,0.688,-8.528,Minor,0.903,139.284,4,0.124
little feat,fat man in a bathtub - live,7BTNU4LO1aPPhuUDwbg6uY,27,0.394,0.474,340474,0.939,0.666,C,0.719,-5.786,Major,0.0871,163.488,4,0.899
little feat,"fat man in the bathtub - live at lisner auditorium, washington, dc, 8/10/1977",2QvMk15JHTjVH3KDoF26NH,31,0.0114,0.522,293907,0.882,0.00462,G,0.644,-8.642,Major,0.0701,85.136,4,0.783
slightly stoopid,fat spliffs - live,2EMLp4htbAoKFNe3pIhDS8,31,0.0535,0.63,281131,0.633,3.68e-05,D,0.435,-10.314,Major,0.149,169.193,4,0.653
amy schumer,fat tumbleweed (live),3hR0ID8zPhsnxMsnFttdxw,27,0.896,0.572,250224,0.362,0.0,C#,0.664,-23.471,Major,0.936,108.538,3,0.113
jesus culture,father of lights - live,6DxUzICWcGvGBbDdBaJWlQ,30,0.0532,0.427,409733,0.92,0.00183,B,0.403,-4.425,Minor,0.0691,123.931,4,0.182
the magpie salute,fearless - live,0gg3biMJpWmhe8ZHSAuBNh,27,0.00126,0.36,345440,0.576,0.0847,G,0.76,-8.35,Major,0.0266,137.93,4,0.15
chris rock,feed other countries - live,5rj2NbKNkMUBqioEv8WHDZ,23,0.764,0.695,98280,0.792,0.0,F,0.282,-11.645,Major,0.953,135.093,4,0.257
rebelution,feeling alright - live,2UubWXoM7vIN83dVcUKeaQ,36,0.309,0.451,499606,0.702,1.75e-05,G,0.713,-6.553,Major,0.043,128.149,4,0.388
will reagan,feeling low (live),0i35BFOJpxOhmXd5OlHgL3,32,0.168,0.316,402103,0.66,0.00363,C,0.109,-6.876,Major,0.0415,77.954,4,0.381
tim mcgraw,felt good on my lips - live video version,6eVCuXIf6VFERdv6ruBkm9,43,0.00703,0.519,243320,0.895,0.0,D#,0.186,-2.312,Major,0.0527,135.986,4,0.501
jesus culture,fierce - live,4VS6PK5bVEBtEt4lLvLYoi,50,0.00167,0.493,246640,0.814,1.09e-05,B,0.398,-6.366,Minor,0.0439,158.12,4,0.362
jesus culture,fill me up - live,7E5QChLNwAKMlbXKcgBbG3,47,0.14,0.308,417597,0.587,0.00832,G,0.709,-7.106,Major,0.0442,139.817,4,0.161
red rocks worship,fill this place (live),42gRFP5DCFQhZAXlmaRFIk,38,0.184,0.363,352360,0.801,0.0,A,0.77,-6.238,Major,0.0604,133.01,4,0.111
aaron keyes,fill us now (feat. cameron walker) [live],2NbEy6IhxekQle4E2lzbHB,36,0.00859,0.517,344573,0.71,0.00212,A#,0.236,-7.268,Major,0.0287,99.951,4,0.203
christy nockels,find me at the feet of jesus - live,4JuUTh6Wb0YnGrTnf5UlPx,29,0.586,0.209,327360,0.376,0.0,B,0.677,-7.832,Major,0.0278,78.802,4,0.14
planetshakers,fire fall - live,3UgXBNjFZVhsVvBaFxCma4,44,0.0487,0.331,634276,0.72,1.54e-05,F#,0.139,-6.407,Major,0.0455,154.006,4,0.151
hillsong united,fire fall down - live,22uHATEsLnwkgBQkZKsnvb,35,0.0222,0.349,651093,0.414,6.45e-05,F#,0.11,-9.023,Major,0.0306,141.964,4,0.0398
jimmy cliff,fire on the mountain - live,39gGB1MdnM0pCdhLdFxlpl,36,0.444,0.567,413929,0.837,0.000316,C#,0.764,-5.983,Minor,0.0452,84.679,4,0.812
matt redman,fires - live,2bY8IHDNx4VQa7xwta2vII,33,0.00235,0.501,301387,0.885,0.0,A#,0.778,-5.508,Major,0.0528,142.112,4,0.426
the prodigy,firestarter - live,5LYuMZITPYtzSYE77fm1sd,37,0.000384,0.438,279867,0.969,0.00128,B,0.795,-4.858,Minor,0.1,141.532,4,0.316
pj morton,first began - live,5Rhpt50GtiUtODPy8vPiAm,40,0.794,0.463,197999,0.284,3.99e-06,C#,0.799,-10.297,Major,0.0439,71.976,4,0.281
dan + shay,first time feeling - live acoustic bonus track,2NOhRi1zhOoDRDyVjYmY4n,46,0.66,0.498,243077,0.49,0.0,A#,0.151,-9.104,Major,0.0305,136.601,4,0.774
misty edwards,fling wide (live),34iJ2azjnA92xIQTA2fSpj,25,0.529,0.415,447120,0.539,0.000458,D,0.123,-6.819,Major,0.029,147.929,4,0.0583
the blues brothers,"flip, flop & fly - live version",2UZY5huWJnAiKHPHjPqhXn,33,0.473,0.422,205160,0.944,0.00281,D#,0.131,-6.081,Major,0.389,180.943,4,0.548
jesus culture,flood the earth - live,1irV9OrUv5J83o8PEHpfmx,44,0.181,0.338,353588,0.525,0.000119,G#,0.663,-6.878,Minor,0.0329,125.817,4,0.0742
leon bridges,flowers - live at sxsw 2015,6qRkyd3Z0QrCMMkr9km0Nu,29,0.203,0.376,174773,0.828,0.0,A,0.413,-5.829,Major,0.197,163.481,4,0.753
diana krall,fly me to the moon - live,6kZfCVfoVJBngpQEdO9Jqm,38,0.611,0.622,338693,0.375,0.000294,C,0.711,-11.803,Major,0.033,129.691,4,0.368
rodrigo y gabriela,foc - live,7AkTbgy4ZsTnHlD0hkjWAL,25,0.742,0.513,520707,0.784,0.87,E,0.74,-11.811,Minor,0.0464,132.907,4,0.692
passion,follow you anywhere - live,3OhF89cVIbCq5oG4syZ3dr,64,0.0166,0.144,300933,0.644,0.0,C,0.0934,-6.666,Major,0.0431,185.57,3,0.138
tyler childers,follow you to virgie (live),55aK86IrWnMT6XoMwBs5ca,50,0.892,0.591,204107,0.272,1.96e-05,B,0.629,-10.749,Major,0.0561,72.507,4,0.312
kacey musgraves,follow your arrow - live from spotify house '16,7hhb3WqLAlasm7vyeo7EmH,47,0.128,0.565,249080,0.4,1.24e-06,C,0.153,-7.62,Major,0.0256,98.973,4,0.373
xavier rudd,food in the belly - live,1IFHbCe0vcAigZnzrzBFle,24,0.0989,0.407,271131,0.844,5.74e-05,G#,0.773,-6.587,Minor,0.234,134.135,4,0.603
foo fighters,"for all the cows - live at reading festival, london, uk - august 1995",5buTBZ2BpInSXkjWvAcDqo,51,0.00599,0.326,214893,0.636,0.00426,E,0.328,-8.588,Major,0.063,117.973,4,0.424
simon & garfunkel,"for emily, whenever i may find her - live in st. louis, mo - november 1969",2P6F1jmMgSScpvx4aZvbmY,50,0.858,0.355,157093,0.251,4.52e-06,G,0.775,-16.456,Major,0.0539,131.578,4,0.313
kristin chenoweth,for good - live,5QZpnWrDuSzmElp1EZHiUJ,41,0.64,0.313,262080,0.376,0.0,C#,0.663,-9.378,Major,0.038,77.845,4,0.266
jesus culture,for no other reason - live,2B0tCVnnDyQH4lTHAaTxrY,39,0.0395,0.322,366413,0.693,0.0,C,0.123,-6.173,Major,0.0431,149.779,4,0.111
terry macalmon,for the lord is holy (live),2uixCIcAuBVCJ4R09sElMR,27,0.948,0.273,370467,0.103,0.0675,C#,0.121,-18.835,Major,0.0374,126.479,3,0.0387
jenn johnson,for the one (live),6eS4SrEfNAQjFi7ETrw1eW,49,0.878,0.605,227053,0.193,0.0,C#,0.761,-13.068,Major,0.0341,127.944,4,0.426
seu worship,for this purpose (live),5HILA8T1FJcCpMm6ZA2Rnz,33,0.0133,0.45,326536,0.515,0.0,A#,0.32,-8.253,Major,0.03,141.899,4,0.168
hillsong worship,for who you are - live / mighty to save album version,4sBk3pdHhBmdp7S8EZvT5P,24,0.0803,0.225,268827,0.769,1.67e-06,B,0.256,-8.375,Major,0.0506,118.05,4,0.228
hillsong worship,for who you are - live / the very best of hillsong live album version,76ECHtKV2OJb18dwNOZ8GV,24,0.0458,0.228,252392,0.77,2.2e-06,B,0.288,-7.135,Major,0.0463,117.826,4,0.248
bethel music,forever (live),2aGBcz1WUfKT932OB03tRc,47,0.374,0.227,684680,0.398,0.000642,G#,0.0851,-8.886,Major,0.0362,143.353,4,0.128
kari jobe,forever - live,1z5xgcRgxxGEKrXUCEFpA9,64,0.0193,0.248,409987,0.697,9.5e-06,G#,0.443,-5.862,Major,0.0413,144.197,4,0.116
hillsong worship,forever reign - live,3Z3mh8aMW1vGBhsSkKT8yR,52,0.189,0.31,343893,0.594,0.000384,C,0.329,-7.638,Major,0.0322,166.123,4,0.101
sean feucht,forever we worship (live),1t0C7azEtRfQs2dkQXRWS8,29,0.0953,0.345,356919,0.367,0.000142,A,0.661,-10.33,Major,0.0312,139.623,4,0.0619
jesus culture,forevermore - live,1OAR8UvlFcPngQ8LzTKORh,32,4.2e-05,0.437,363360,0.904,0.0076,F#,0.558,-5.636,Major,0.0584,139.985,4,0.324
lianne la havas,forget - live from spotify nyc,1gpyfbutOl79qgVjMrZQOe,38,0.936,0.558,278692,0.38,0.000228,A#,0.147,-12.971,Minor,0.0988,96.045,4,0.485
passion,forgiven - live,0BJiMJD9vMY2imK6NKAfJx,38,0.197,0.422,241467,0.66,3.97e-06,B,0.0959,-7.02,Major,0.0384,76.008,4,0.156
hillsong worship,found - live / mighty to save album version,6I7icmBzedIpuzGPhHCUie,24,0.986,0.36,313840,0.0428,0.00112,B,0.7,-16.251,Major,0.0312,79.126,5,0.0621
corey voss,found your love - live,4AQQdgY63GanQmCXlondfa,26,0.224,0.42,297307,0.424,0.0,G,0.599,-7.865,Major,0.0346,119.93,4,0.118
seu worship,fountain of youth - live,1fEwvvHzHOl8NfaF34flw4,39,0.0262,0.532,227683,0.442,7.67e-05,A,0.34,-11.935,Major,0.0366,125.948,4,0.22
miles davis,"fran dance - live from konserthuset, stockholm",6VhuDzxA4noCl1mv9QyUx3,35,0.716,0.538,444853,0.235,0.102,A#,0.668,-16.713,Major,0.0483,113.463,4,0.292
kierra sheard,free - live,0RNPiXc8aLrCbuivYlouzd,47,0.27,0.372,547000,0.468,0.0,C,0.279,-8.684,Major,0.0462,105.77,4,0.201
john mayer,"free fallin' - live at the nokia theatre, los angeles, ca - december 2007",4LloVtxNZpeh7q7xdi1DQc,77,0.771,0.315,263573,0.296,0.0,F,0.702,-13.262,Major,0.0317,172.638,4,0.436
iron bell music,free in you (feat. stephen mcwhirter) [live],1HqrNmSo5NLcxHA6OHnBsK,31,0.0504,0.44,211880,0.737,0.0,C,0.141,-5.125,Major,0.0344,74.002,4,0.472
richard pryor,"freebase (remastered) - live at circle star theatre, san carlos, ca. 12/81",6RWO6f3X5gys8wHADeCHad,23,0.585,0.581,493973,0.392,0.0,C#,0.486,-16.097,Major,0.915,113.841,4,0.178
urban rescue,freedom (live),72rUBya33rgJO5vd3UuMDr,33,0.283,0.6,287419,0.502,1.57e-06,D,0.104,-9.427,Major,0.0347,123.912,4,0.124
jason upton,freedom reigns (live),1E9eQGAWClp1xKGn9s3EvU,34,0.73,0.304,255120,0.317,0.0,C,0.254,-11.847,Major,0.032,122.878,4,0.0507
jesus culture,freedom reigns - live,5dy7L1wrX9nTu3XTeDetOQ,42,0.025,0.387,472600,0.597,0.0,E,0.418,-4.947,Major,0.0367,141.635,4,0.135
the skatalites,freedom sound - live,5AxIuoAGlGO56yJ5nAWEFS,33,0.119,0.627,377767,0.753,0.000232,G,0.359,-8.574,Major,0.0398,132.007,4,0.809
bob weir,friend of the devil - live,2XS72Ytulx1blpU6gSIQ0l,32,0.573,0.474,415080,0.678,0.000192,D,0.729,-5.611,Major,0.0331,110.284,4,0.411
city and colour,"friends - live in surrey, bc april 7th, 2017",3nLO4CrLPb7PmDSKGd8mdp,35,0.898,0.473,359480,0.152,8.74e-05,A,0.694,-16.623,Major,0.0485,132.87,4,0.267
alice in chains,"frogs - live at the majestic theatre, brooklyn, ny - april 1996",5VnZbUFXpx07Ab8NWJKuMj,47,0.325,0.574,450173,0.398,0.0283,B,0.648,-12.857,Major,0.0271,92.041,4,0.084
ramshackle glory,from here to utopia (song for the desperate) - live,3Y5w9W3bKuogWhRGe3TM5J,39,0.237,0.435,400333,0.668,0.0,A,0.707,-8.338,Minor,0.0563,131.973,4,0.864
hillsong united,from the inside out - live,3PcIyN4w8oNpcPFv4dNeVy,54,0.138,0.443,378987,0.474,0.0,C,0.127,-7.99,Major,0.0261,137.928,4,0.17
hillsong worship,from the inside out - live / the very best of hillsong live album version,0RrijXwboQhKF5Nc8OEfJc,31,0.056,0.439,260336,0.531,0.0,C,0.103,-7.604,Major,0.0269,137.877,4,0.113
united pursuit,from the start (live) [feat. andrea marie],0AMSV8A8aCQQ3bOy0QbhqX,41,0.786,0.458,292773,0.323,1.51e-05,A,0.132,-11.674,Minor,0.0262,86.004,4,0.13
vertical worship,frontiers (live),3inZ7N0b3V4lv2U3bXUwc4,40,0.676,0.297,329280,0.462,0.00102,D,0.0846,-8.027,Major,0.0296,172.008,4,0.134
against me!,fuckmylife666 - live,3Rc7B0yKwCmqZu0JG0e2Cb,23,0.00774,0.269,230160,0.995,0.00013,G#,0.438,-4.254,Major,0.147,87.033,4,0.199
hillsong united,fuego de dios (fire fall down) - live,4XxjgJmxTEPgpMLlooJlJd,29,0.0135,0.384,650160,0.404,0.000737,F#,0.111,-8.77,Major,0.0302,142.02,4,0.0384
tori kelly,funny - live,7IpvrSlRGGNQNFNhxwDAPe,48,0.738,0.554,257160,0.319,0.0,G,0.0894,-8.698,Major,0.0587,137.505,4,0.477
steel pulse,gang warfare - live,5fHguDq8PMtr25wRMSvaFD,30,0.145,0.715,282467,0.728,0.0,C#,0.577,-10.531,Major,0.142,97.656,4,0.771
united pursuit,garden (live),1GFfgtCyYhU4NQq0NEt99A,43,0.89,0.353,359377,0.148,1.15e-06,F,0.0697,-14.725,Major,0.0295,64.365,4,0.236
amy schumer,garden gnome (live),0JkusxrCsaVIK4hJOB2i5t,26,0.858,0.481,115819,0.35,0.0,F,0.774,-24.76,Major,0.958,69.113,3,0.0767
sublime,garden grove - live at the palace/1995,1JNd2bC8qC3FSdVbcszZHf,36,0.0244,0.518,83627,0.741,0.0,F,0.764,-5.809,Major,0.0653,89.042,4,0.552
daddy yankee,gasolina - live,2sAV2iSJbwCGRDm2YPTdVr,35,0.127,0.645,306680,0.873,0.0,F#,0.151,-4.217,Major,0.275,95.965,4,0.085
covenant worship,gate of heaven - live,6NhB9nTw41bxtx0AVP5F5x,20,0.357,0.366,431925,0.417,3.19e-06,D#,0.277,-8.29,Major,0.0308,147.781,3,0.101
justice,genesis - live version,088mi9DvOJCOKjMgqXJ03C,31,0.123,0.46,439973,0.98,0.773,G,0.745,-4.209,Major,0.424,116.994,4,0.0387
lcd soundsystem,get innocuous! - live at madison square garden,541l6MBwcHK5beA6j9E90I,32,0.000105,0.62,412573,0.869,0.604,A#,0.737,-10.578,Major,0.035,118.99,4,0.723
bob marley & the wailers,"get up stand up - live at music hall, boston / 1978",6M9QnQXKC34mkDyqBk9pwS,41,0.0944,0.654,354560,0.89,0.0,F#,0.454,-7.122,Minor,0.0767,78.903,4,0.838
bob marley & the wailers,"get up, stand up - live at ahoy hallen/1978",0Rv5TL9z4mKKVZlEiOML4q,31,0.105,0.53,295173,0.665,0.0,E,0.456,-11.093,Minor,0.352,78.135,4,0.735
kevin hart,getting older - live,7baVxw3IooupxuYPVIy1iG,21,0.879,0.646,34080,0.368,0.0,D,0.184,-15.0,Major,0.855,99.885,5,0.514
halsey,ghost - live from spotify nyc,2ndJQ968H7uRS2rrYdEaQ3,51,0.635,0.393,160400,0.553,0.0,C,0.676,-6.719,Major,0.22,187.673,4,0.164
north point insideout,giants (nothing's impossible) - live,1r6d8xiZM4ZxIDUwSItoxZ,32,0.016,0.482,278467,0.814,0.0,C,0.716,-4.771,Major,0.0371,100.042,4,0.0989
talking heads,girlfriend is better - live,2KCB47p9nvR5ZyT5hJKZi9,47,0.0378,0.648,306427,0.794,3.3e-05,C,0.712,-7.879,Major,0.0443,126.96,4,0.834
jordan mackampa,give into the dark - live from the grand cru,3u5AWdAamLGO6cazQzEstd,42,0.628,0.508,228467,0.413,4.7e-06,C,0.164,-8.522,Major,0.0262,62.324,4,0.376
rodney carrington,give it a try - live at the majestic theater/2007,1LOSEtXSN81JYUhZWZ8Itg,28,0.834,0.536,124080,0.849,0.0,D,0.735,-8.94,Major,0.937,111.936,3,0.244
ella fitzgerald,"glad to be unhappy - live at the shrine auditorium, los angeles, 1956",6u8NlrEisjuQv3jPuWpHI7,36,0.989,0.371,135000,0.0574,0.00961,C,0.62,-21.06,Major,0.0345,106.037,4,0.183
hans zimmer,gladiator medley - live,71yL5d5FeZCYd7M9UzBtkM,45,0.162,0.157,761080,0.223,0.492,G,0.703,-16.933,Major,0.0393,84.484,5,0.0354
bill evans trio,"gloria's step - live - (take 1, interrupted)",2t6elm6l8YdCJVfRvO0rC7,47,0.859,0.462,341467,0.303,0.908,F,0.16,-20.241,Minor,0.0456,84.396,4,0.411
for king & country,glorious - live,2TK0GWQPbAlufhXECT391S,36,0.00327,0.593,233707,0.675,0.0,C#,0.705,-6.175,Major,0.031,119.914,4,0.175
passion,glorious day - live,3QhL4eWBVv64IycG3i9XTb,65,0.00289,0.49,298520,0.805,3.19e-06,D,0.141,-4.578,Major,0.0424,109.951,4,0.166
upperroom,glorious father (live) [feat. cody ray lee],1uOhQGF4SDS1m9xe78VvRX,33,0.0135,0.26,295544,0.476,0.0,D,0.0631,-9.193,Major,0.0328,138.134,4,0.078
hillsong worship,glorious ruins - live,03wDiasOhgq9TMSIPskGr4,46,0.371,0.39,533147,0.645,0.000285,F#,0.223,-6.809,Major,0.0306,137.052,4,0.12
mosaic msc,glory & wonder - live,3ChEXtLo8hZtzUxeWAI8pO,45,0.684,0.345,473333,0.41,6.03e-05,C,0.701,-7.792,Major,0.034,141.998,4,0.0973
hillsong worship,glory - live,7cfV4fwWalQZGzJuop2kmU,23,0.0584,0.42,322120,0.838,0.00247,E,0.725,-4.159,Major,0.0451,111.866,4,0.237
mosaic msc,glory and wonder - live,4kZ9qAz1MLUE9hdcXVULES,33,0.651,0.219,390091,0.558,3.91e-05,C,0.748,-7.468,Major,0.0351,139.933,4,0.201
william matthews,glory to glory (live),3x1pHPNsggVDzRND9Ul3uJ,55,0.000446,0.391,324175,0.567,0.0,D,0.258,-7.709,Major,0.0278,163.963,4,0.104
hillsong united,go - live,4I7m0Y43jkYU5dpMGqEhSI,32,0.000324,0.279,248493,0.982,0.0,B,0.708,-3.61,Major,0.0767,146.892,4,0.127
pj morton,go thru your phone - live,7i3KYS1uH9Om7SVikwSR5D,41,0.825,0.662,268131,0.196,0.0,F#,0.636,-16.918,Major,0.128,84.33,4,0.389
hillsong worship,god is able - live,0nEjnq2b3BDztDuON73I2j,43,0.0157,0.302,280161,0.82,8.49e-06,B,0.219,-5.594,Major,0.0381,158.027,4,0.0932
covenant worship,god is always good - live,6ZCGhH6A1MPxPDGbhl1MrF,28,0.0423,0.434,283945,0.685,0.0,D,0.395,-7.524,Major,0.0322,145.976,4,0.222
jesus culture,god is coming - live,3rIM1iOsQbTj68dEoM7mDN,28,0.00037,0.385,445920,0.749,0.0124,E,0.123,-7.258,Minor,0.0513,121.958,4,0.0577
darlene zschech,god is here - live,2x1OHiX3PqNZ7NcWSjPQ0w,43,0.000167,0.358,364053,0.741,1.45e-06,D,0.555,-6.633,Major,0.0613,121.133,4,0.0752
worship central,god most high - live,7JA84wgKav1xQs7rsBf6zw,27,0.000591,0.432,258427,0.896,0.0,C,0.706,-6.029,Major,0.0669,122.979,4,0.212
passion,god of calvary - live,7ja8UVTFNGPD9oxEpH43Fz,33,0.121,0.217,290400,0.494,0.0,C,0.0625,-7.046,Major,0.0296,147.31,4,0.168
passion,god of this city - live,5sVuyUiMySYdKGXKRROd52,38,0.0539,0.377,305993,0.596,0.000931,C#,0.605,-8.357,Major,0.0369,155.872,4,0.166
hillsong worship,god so loved - live,6zxC6X9gFM5uKWRVGVGt3I,51,0.0317,0.458,271987,0.523,0.0,A,0.2,-7.568,Major,0.0291,138.916,4,0.321
corey voss,god who moves the mountains - live,0aG2BxvdalpY8nwin5CFR7,55,0.0516,0.42,295400,0.629,0.0,C#,0.0775,-6.485,Major,0.0335,77.04,4,0.0988
hillsong worship,god who saves - live,6JqwSokMWtI3lBHeelmZcE,29,0.0105,0.507,267187,0.904,0.0,B,0.242,-5.568,Major,0.0528,130.055,4,0.195
leeland,god with us (you are emmanuel) [live],3zglfe4KvwwFVxW4FS9MTi,30,0.00587,0.448,260440,0.777,1.09e-05,D,0.0903,-6.585,Major,0.0601,136.065,4,0.372
jesus culture,god with us - live,0sxpn3o5wZgLX0LeATItPW,50,0.00434,0.451,354613,0.639,2.58e-06,B,0.217,-6.405,Major,0.029,147.936,4,0.124
upperroom,god you are (live) [feat. meredith mauldin],72dih0y9m5pNDuOrETl7Ek,40,0.0324,0.432,489802,0.578,0.000314,D,0.0681,-8.703,Major,0.0309,140.014,4,0.0568
vertical worship,god you are my god (feat. meredith andrews) [live],4rT8kuttYfh9sYQZA6xoqK,27,0.00792,0.446,376880,0.617,1.37e-06,A,0.66,-6.574,Major,0.0391,113.965,4,0.0949
brian johnson,god you're beautiful - live,0r4ErSaCuRxSwPB11LoCNE,25,0.854,0.472,314893,0.111,2.01e-05,F,0.158,-12.539,Major,0.0306,67.584,4,0.0981
passion,god's great dance floor - live,4t7zkjpvUeOi41k4Q9ZiRx,42,0.00018,0.517,431400,0.956,0.00159,A#,0.216,-4.709,Major,0.0678,127.985,4,0.192
passion,"god, you're so good - live",3AHWbUsTaYecnT4aTEU0ut,60,0.289,0.201,426573,0.342,0.0,A#,0.0951,-7.137,Major,0.0308,139.319,4,0.06
casting crowns,good good father - live,7nLL5UrsXYHVWv2DnXBtud,57,0.232,0.431,379213,0.42,0.0,G#,0.188,-8.402,Major,0.0361,147.636,3,0.17
hillsong united,good grace - live,4tTqkdtoceNkFKVUtIxg54,62,0.00434,0.441,353547,0.696,0.0,A,0.692,-8.196,Major,0.0439,142.135,4,0.268
john mayer trio,good love is on the way - live in concert,2R6BL25Q3uxUY7y98IHTLU,44,0.00897,0.437,290600,0.812,0.0061,D,0.164,-7.12,Major,0.0327,90.507,4,0.498
kevin hart,good mood - live from the laff house,7fnk6NhiLIxBICe9bwTfD1,31,0.966,0.538,107613,0.396,0.0,D,0.286,-17.702,Major,0.787,94.551,5,0.573
taj mahal,good morning miss brown - live,45g7sAIeD4hiBLqWe6eBsi,27,0.171,0.642,326173,0.756,0.000109,D,0.709,-8.256,Major,0.12,107.985,4,0.602
jaz karis,"good to me - live at the dairy, london, 2018",7iFsuwv8eY5Ydec6joifyQ,45,0.888,0.529,155670,0.0526,0.0,A,0.12,-17.205,Major,0.0817,118.069,3,0.186
rebelution,good vibes - live,25U3FmRwufvRGhhpGrrTmM,37,0.194,0.657,203728,0.877,0.0,F#,0.773,-4.811,Major,0.157,76.0,4,0.921
sara bareilles,goodbye yellow brick road - live,5Qt6ireK9HgLNTQHQswq6H,49,0.959,0.42,314667,0.114,0.000122,G,0.781,-11.69,Minor,0.0392,113.221,4,0.168
bethel music,goodness of god (live),1gj9poFl2mLKkguqWo5Y1i,61,0.155,0.466,296400,0.67,0.0,G#,0.145,-4.701,Major,0.0297,126.142,4,0.395
alice in chains,"got me wrong - live at the majestic theatre, brooklyn, ny - april 1996",4uc4dKehCiytR5NLTSGJXu,52,0.116,0.535,300000,0.69,0.000113,G#,0.73,-8.956,Major,0.045,81.871,4,0.293
muddy waters,got my mojo working - live,3LkhowDvQ0ky3LQ5L6TLFk,28,0.0893,0.417,192640,0.939,0.015,A,0.617,-8.797,Major,0.316,139.573,4,0.373
eric clapton,"got to get better in a little while (with j. j. cale) - live at ipayone center, san diego, ca, 3/15/2007",4oC9U4zrIq9B86Ez26B3Qt,34,0.0234,0.615,574547,0.913,0.19,B,0.72,-7.111,Minor,0.0632,108.884,4,0.719
planetshakers,gotta give him glory - live,0IKVcEgAk4KXa9EMeNsgum,32,0.0422,0.559,204696,0.968,0.0,A,0.771,-6.052,Major,0.147,127.979,4,0.316
wolfgang amadeus mozart,"grabmusik, k. 42: 4. ""betracht dies herz und frage mich"" - live",2BWNhPInBz5R6ySZesyQYU,33,0.955,0.22,257000,0.0317,1.03e-05,G,0.153,-28.763,Minor,0.0646,82.994,4,0.038
hillsong worship,grace abounds - live,4Hk40Q76nO9tmm7UJzTsPO,26,0.0172,0.116,301987,0.711,0.000154,F#,0.714,-7.202,Minor,0.0644,71.743,4,0.164
matt redman,gracefully broken - live/acoustic,724Fw0wNctUSr7XpSUxySV,33,0.705,0.461,262759,0.403,0.0,G#,0.103,-6.726,Major,0.0325,174.136,4,0.3
hillsong en español,gracias cristo - live,6rHR6NRNlxaik8MdN1MViy,32,0.185,0.412,347827,0.391,4.19e-06,A,0.32,-7.44,Major,0.0269,79.035,4,0.0984
hillsong young & free,gracious tempest - live,77esMNHouutLyz0o4Mj6FH,48,0.832,0.15,239960,0.254,6.53e-05,A,0.639,-10.446,Major,0.0366,75.32,3,0.0378
franz liszt,"grandes etudes de paganini, s141: no.3 in g sharp minor (""la campanella"") - live at the royal albert hall/2012",5URR6X6YgZZ8EX7XxRF3TQ,36,0.963,0.367,251947,0.251,0.9,G#,0.123,-21.817,Major,0.0451,114.918,3,0.557
sinach,great are you lord (live),0Y1Fc0gay4RpZupUIzEK6s,33,0.343,0.331,626675,0.886,0.0,D#,0.659,-4.254,Major,0.0669,141.726,4,0.332
all sons & daughters,great are you lord (live) - original key with background vocals,7eQTYYQUamDUHPwPoeKfgb,26,0.0279,0.434,290841,0.196,0.444,A,0.108,-20.616,Major,0.0282,144.133,3,0.176
all sons & daughters,great are you lord - live,4PYOh644yKjYyvyVUHqcof,61,0.0874,0.39,290413,0.457,8.9e-06,A,0.123,-7.915,Major,0.0327,143.977,3,0.145
seu worship,great is your love - live,1k1G8EsvjKsQnqzQ6wE99h,29,0.0845,0.684,222787,0.758,0.0,A,0.671,-6.537,Major,0.0283,115.031,4,0.395
sublime,great stone - live at the palace/1995,4upI3VkfF64kCqXBmZPQQn,47,0.141,0.525,154760,0.55,9.01e-05,D,0.363,-8.115,Major,0.0759,74.497,4,0.543
elevation worship,greater - live,7KoSnNWvTVVDrXAvocbSMc,42,0.122,0.389,519680,0.658,0.0,B,0.0955,-7.491,Major,0.0394,139.58,4,0.159
hillsong worship,greater than all - live,0ZD6QhUgyAN2XTZWNTmCBu,30,0.0706,0.276,362227,0.646,0.00466,G,0.185,-6.468,Major,0.0381,159.893,3,0.105
sublime,greatest hits - live at kommotion/1994,08HmqzLYGKGBj0xv7vpdYF,26,0.0136,0.661,176267,0.649,0.0,C,0.136,-6.364,Major,0.137,98.405,4,0.438
sublime,greatest hits - live at the palace/1995,0u0pi56jTOikNpejmelJ7Y,29,0.0413,0.456,201973,0.798,0.0,G,0.652,-5.398,Major,0.149,91.577,4,0.434
brian johnson,greatness of your glory (live),0Y56O7F1yiuoYyCGrgLpJY,40,0.00822,0.446,398314,0.56,0.0233,A,0.146,-8.071,Major,0.0293,141.895,4,0.21
nofx,green corn - live,0v2k0H3sCh0dVc82LPWtv9,23,0.00589,0.252,175587,0.819,4.71e-05,C,0.682,-9.391,Major,0.245,183.768,4,0.229
rebelution,green to black - live,4P4N4DI4pmSf1CwEdvKRiD,35,0.149,0.647,177189,0.808,0.0,G,0.631,-4.204,Minor,0.0424,142.885,4,0.496
bob marley & the wailers,greetings - live at the stanley theatre - 9/23/1980,6Yk6NjaRUSeKNLRqQC3AaJ,28,0.852,0.533,31840,0.462,0.0,F,0.715,-12.607,Major,0.5,128.208,3,0.497
